Date,VN30F1M,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,PLX,POW,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2024-03-19,1230.0,22.55,63.43,42.64,41.04,33.3,96.06,72.53,32.25,17.89,27.09,19.74,77.4,45.14,36.04,11.25,53.12,9.66,19.76,28.22,30.4,19.54,14.76,61.87,42.9,18.34,47.0,101.0,65.01,17.23,26.75
2024-03-20,1255.5,23.1,64.03,43.8,41.28,34.35,98.2,73.71,32.5,18.09,27.27,20.55,77.3,47.62,36.04,11.4,53.12,9.79,19.85,29.04,31.15,20.51,15.08,62.34,42.5,19.59,46.5,101.2,65.2,17.71,26.35
2024-03-21,1275.7,23.52,64.71,43.8,41.82,34.9,99.66,73.71,32.94,19.13,27.5,21.06,78.0,48.12,37.0,11.4,53.4,9.88,19.85,29.39,31.5,21.87,15.2,63.68,42.9,20.17,46.5,102.6,65.59,17.8,26.95
2024-03-22,1284.5,23.65,64.71,44.79,41.53,35.7,98.54,73.26,32.94,19.05,27.77,21.31,78.5,48.71,36.57,11.5,53.49,9.97,19.68,29.51,31.65,21.77,15.2,64.48,42.8,20.09,46.6,102.2,65.01,17.85,26.7
2024-03-25,1268.9,23.1,64.12,43.8,41.82,34.7,97.77,73.17,31.61,18.85,27.45,21.02,75.5,47.92,35.99,11.4,53.21,9.88,19.46,29.28,30.85,21.72,15.41,64.01,42.55,19.88,46.85,100.7,64.53,17.95,26.05
2024-03-26,1285.0,23.48,64.12,43.8,41.92,35.2,98.63,73.44,33.59,19.37,27.77,21.48,74.0,48.27,36.57,11.45,53.12,9.92,19.63,29.67,31.0,22.28,15.53,64.41,42.75,20.21,47.05,101.9,64.92,18.61,26.4
2024-03-27,1288.0,23.52,64.22,43.39,42.31,35.5,98.8,73.08,33.09,19.33,27.82,21.53,75.4,50.3,36.57,11.45,53.68,9.92,19.54,30.06,30.9,22.09,15.57,64.08,42.5,20.09,47.05,103.0,64.92,18.61,25.95
2024-03-28,1306.9,23.81,64.32,43.47,42.31,35.75,100.43,73.08,32.75,19.41,27.77,21.7,76.0,50.6,36.14,11.45,53.4,10.01,19.54,30.56,32.0,23.28,15.49,64.01,43.3,20.13,47.6,103.2,64.92,18.66,25.65
2024-03-29,1298.1,23.94,63.93,43.06,41.77,35.55,99.92,72.98,32.84,19.29,27.5,21.61,74.2,50.7,35.9,11.4,52.93,9.84,19.46,30.06,31.6,23.06,15.49,63.48,42.85,20.42,47.65,103.0,64.82,18.75,25.85
2024-04-01,1290.4,23.9,63.34,43.06,41.43,35.0,100.17,73.35,32.65,19.21,27.36,21.19,73.4,50.99,36.04,11.35,53.02,9.88,19.46,30.29,31.4,23.01,15.2,63.68,42.9,20.17,47.85,102.7,64.25,18.66,25.7
2024-04-02,1290.0,23.86,64.42,42.89,41.43,35.0,100.34,75.08,34.93,19.13,27.64,21.1,74.5,51.19,36.47,11.55,52.65,9.84,19.41,30.37,30.2,23.11,15.28,63.21,43.15,20.0,47.8,103.0,64.53,18.56,25.55
2024-04-03,1271.9,23.52,63.43,42.15,41.33,34.05,98.71,74.44,33.93,18.73,27.23,20.59,73.4,49.8,36.18,11.4,52.28,9.71,19.37,29.7,30.1,22.69,15.0,62.74,43.1,19.55,47.75,102.2,63.96,18.37,25.5
2024-04-04,1265.0,23.14,62.55,42.15,41.14,33.55,97.77,74.17,32.79,18.69,26.91,20.25,73.4,50.3,35.75,11.3,52.74,9.66,19.37,29.39,29.7,22.31,14.92,64.21,43.0,19.26,47.85,102.2,65.4,18.33,25.3
2024-04-05,1252.1,22.81,61.66,41.49,40.74,33.2,97.51,73.62,31.21,18.69,26.77,19.87,71.9,50.6,35.75,11.25,52.37,9.62,19.32,28.73,29.6,21.92,14.76,63.48,42.95,18.84,47.8,101.9,65.11,18.47,24.7
2024-04-08,1254.2,22.81,61.07,41.98,40.6,33.5,96.57,72.62,31.41,19.13,26.91,19.99,71.9,49.61,35.66,11.2,51.62,9.58,19.28,28.65,29.0,22.06,14.8,63.48,43.0,18.84,47.7,101.1,64.25,18.42,23.6
2024-04-09,1264.2,22.93,60.87,43.55,40.6,34.25,96.91,72.71,32.0,19.17,27.18,20.42,73.5,52.38,35.75,11.3,51.34,9.66,19.28,29.28,29.15,22.21,15.08,63.08,43.2,19.13,47.7,102.2,64.25,18.37,24.2
2024-04-10,1260.1,22.76,60.38,42.98,40.6,33.65,97.6,72.07,31.36,19.17,26.95,20.25,72.5,51.59,35.22,11.3,51.62,9.66,19.37,28.85,29.1,22.14,14.88,63.21,44.2,19.01,48.5,102.0,64.05,18.37,24.25
2024-04-11,1263.0,22.81,59.4,43.8,40.5,33.7,98.54,71.71,31.61,19.21,27.18,20.21,71.8,51.89,34.93,11.2,51.72,9.58,19.41,29.0,28.85,21.87,14.88,62.88,44.15,19.01,48.3,101.0,63.86,18.37,23.9
2024-04-12,1286.0,23.52,60.09,44.13,40.94,35.9,99.06,72.53,31.71,19.45,27.23,20.97,71.9,51.59,35.46,11.25,52.28,9.75,19.9,29.31,29.1,22.98,15.16,63.28,44.5,19.59,48.45,107.0,63.96,18.71,24.15
2024-04-15,1236.3,22.55,55.95,41.07,38.79,33.45,95.71,69.16,29.53,18.81,25.91,19.91,66.9,49.51,34.64,11.15,51.34,9.79,19.68,27.28,27.5,21.53,14.19,61.54,42.4,18.68,47.0,105.9,62.23,17.66,22.5
2024-04-16,1230.0,22.81,54.77,41.57,38.45,34.05,96.91,69.16,30.07,18.81,25.77,20.33,66.1,49.51,34.6,10.9,51.16,9.92,19.5,27.48,27.3,22.06,14.27,60.87,42.7,18.72,46.4,106.0,61.37,17.8,22.2
2024-04-17,1214.6,22.47,53.49,39.75,37.72,32.7,95.88,68.34,28.39,18.41,25.45,19.65,66.8,49.01,33.97,10.95,50.41,9.58,19.54,26.86,26.8,21.75,13.78,60.54,41.8,18.38,45.0,103.4,61.56,17.23,22.0
2024-04-19,1191.7,22.34,50.83,39.96,37.62,31.6,93.48,68.25,27.84,17.81,25.27,19.31,66.5,47.82,33.35,10.6,49.01,9.62,19.46,25.92,26.8,21.58,13.46,60.54,41.5,18.03,42.6,103.3,61.56,17.19,21.3
2024-04-22,1205.3,22.51,51.91,41.4,38.69,32.3,94.6,68.25,28.44,17.93,25.45,19.23,66.9,48.22,33.35,10.65,49.66,9.71,19.5,27.4,27.65,21.94,14.19,60.6,41.45,18.12,42.0,103.3,61.37,17.38,22.4
2024-04-23,1200.6,22.39,49.74,40.83,38.35,31.5,96.31,67.52,27.35,17.77,25.09,18.72,64.7,49.41,33.68,10.45,49.48,9.45,19.37,26.93,27.8,22.4,13.99,60.27,40.2,17.95,41.0,102.8,60.89,17.47,21.9
2024-04-24,1230.5,22.72,51.52,41.32,38.69,32.95,103.0,67.89,29.23,17.93,26.18,19.19,66.9,51.89,33.92,10.65,50.04,9.66,19.46,27.83,28.6,22.79,14.6,60.6,40.6,18.29,41.6,103.5,61.37,17.66,22.55
2024-04-25,1227.0,22.51,51.71,40.99,38.4,33.0,105.66,67.34,29.13,18.01,25.95,18.93,68.1,53.38,33.78,10.55,50.78,9.58,19.37,27.6,28.45,22.38,14.56,60.87,40.7,18.08,42.0,103.5,62.04,17.66,22.55
2024-04-26,1232.4,22.55,51.61,40.66,38.55,32.8,105.66,66.89,29.72,18.89,25.82,18.93,67.2,54.47,34.36,10.5,50.78,9.88,19.37,27.48,28.2,22.6,14.51,61.0,40.8,18.03,44.45,104.0,62.33,17.61,22.45
2024-05-02,1242.4,22.68,53.19,40.66,39.18,32.35,109.18,67.25,29.72,18.93,25.77,19.06,68.0,55.16,34.45,11.1,52.84,10.1,19.32,27.09,27.6,22.72,14.31,61.47,41.15,18.29,44.4,103.9,62.71,17.38,22.75
2024-05-03,1249.6,23.1,52.99,40.66,39.08,32.4,107.98,67.52,29.13,19.57,26.05,19.06,69.8,55.26,34.64,10.95,52.93,10.01,19.28,27.05,27.55,23.37,14.19,61.87,41.1,18.12,44.45,106.0,62.9,17.47,23.4
2024-05-06,1270.0,23.18,54.27,41.74,39.62,33.2,109.44,68.07,30.91,19.45,26.64,19.48,71.1,57.84,35.32,11.1,53.21,10.14,19.37,27.83,28.1,23.45,14.43,62.21,41.15,18.55,44.75,113.4,63.09,17.8,23.35
2024-05-07,1276.0,23.23,53.98,41.32,40.45,32.8,112.61,69.44,31.16,19.45,27.41,19.36,71.2,58.83,37.24,11.1,53.86,10.05,19.41,27.75,28.3,23.23,14.39,62.14,41.05,18.55,45.0,118.6,65.2,17.85,23.35
2024-05-08,1279.0,23.14,53.68,41.16,40.16,32.6,112.35,70.44,31.41,19.29,27.91,19.19,72.3,58.63,38.49,11.15,54.98,10.27,19.28,27.83,27.95,23.37,14.39,62.21,40.9,18.42,45.4,117.4,65.11,17.61,23.2
2024-05-09,1269.0,23.18,57.13,40.91,40.01,32.9,111.75,69.25,31.46,18.97,27.68,19.27,71.4,58.44,38.69,11.1,53.77,10.14,19.32,27.48,27.8,23.49,14.72,61.87,40.95,18.46,45.4,117.9,63.86,17.8,22.85
2024-05-10,1270.4,23.27,56.15,40.54,39.77,32.85,112.35,68.71,31.36,18.97,27.68,19.23,70.8,58.44,38.59,10.95,53.77,10.01,19.15,27.68,27.6,23.52,14.68,61.54,40.35,18.42,45.0,116.9,63.77,17.57,22.5
2024-05-13,1266.0,23.27,55.36,40.17,39.52,32.3,111.24,68.43,31.71,18.61,27.45,19.27,70.8,57.84,38.35,11.0,53.12,10.05,19.15,27.79,27.25,23.47,14.6,60.87,40.1,18.25,45.0,118.8,63.09,17.85,22.25
2024-05-14,1274.4,23.31,57.52,39.75,39.47,32.3,111.92,68.43,32.2,18.65,27.45,19.44,70.6,59.63,37.5,10.95,53.3,10.01,19.1,27.71,27.25,23.23,14.6,60.6,40.15,18.59,46.05,117.0,63.77,18.14,22.25
2024-05-15,1286.1,23.27,57.72,40.17,39.62,32.35,115.01,68.71,32.45,18.81,28.36,19.48,72.2,60.32,38.2,11.0,53.77,10.01,19.15,28.07,27.8,23.32,14.56,60.87,40.25,18.68,46.35,117.3,64.25,18.09,22.35
2024-05-16,1309.8,23.73,57.23,40.99,39.87,33.2,116.13,69.07,32.25,19.37,28.73,19.91,72.4,59.43,38.2,11.15,53.68,10.23,19.46,28.18,28.4,24.2,14.88,61.94,40.25,19.06,46.75,117.5,64.44,18.42,22.65
2024-05-17,1307.9,23.73,57.92,40.79,39.91,33.1,115.35,68.89,33.04,19.45,28.73,19.78,75.5,59.13,37.95,11.25,54.24,10.35,19.37,28.42,28.5,24.12,14.92,61.4,40.85,19.06,46.85,117.4,64.25,18.42,23.1
2024-05-20,1310.1,23.73,61.96,40.99,41.38,33.35,114.07,69.16,33.29,19.89,29.09,19.95,76.4,59.53,38.0,11.35,53.96,10.23,19.37,28.61,28.3,24.1,14.96,61.47,40.45,19.23,46.7,114.6,63.67,18.8,22.85
2024-05-21,1312.1,23.69,63.34,41.32,41.18,33.65,116.64,69.8,33.04,19.77,28.95,20.08,75.8,60.02,37.5,11.3,54.14,10.23,19.32,28.73,28.3,23.6,14.88,60.94,40.2,19.32,46.45,112.5,63.48,18.8,23.15
2024-05-22,1292.2,23.48,62.15,41.16,40.74,33.0,118.35,69.71,32.5,19.49,28.45,19.74,73.9,60.52,37.7,11.35,53.68,10.05,19.28,28.46,28.0,23.2,14.72,60.67,40.35,18.97,45.5,109.1,63.09,18.3,23.15
2024-05-23,1300.0,23.9,63.24,40.91,43.58,33.25,117.93,72.71,33.09,19.77,29.5,19.83,75.8,61.51,40.3,11.55,55.54,10.14,19.32,28.65,28.55,23.25,14.84,60.87,40.55,19.02,45.55,111.4,64.25,18.5,23.0
2024-05-24,1277.7,24.57,60.58,40.66,43.58,32.5,113.12,71.89,33.93,19.37,28.9,19.52,73.5,60.02,41.0,11.35,54.14,9.97,19.23,27.52,28.7,23.2,14.39,60.33,39.8,18.8,44.95,108.0,63.29,18.0,22.3
2024-05-27,1276.2,24.74,61.17,40.41,45.34,32.4,113.9,73.71,34.93,19.05,28.9,19.52,73.5,59.53,41.3,12.1,54.61,10.01,19.06,27.4,28.7,23.25,14.35,60.33,39.8,18.8,45.05,109.0,63.38,18.0,22.3
2024-05-28,1292.5,24.91,61.76,40.58,45.92,32.2,117.5,74.53,35.27,19.33,29.15,19.65,75.5,61.01,41.55,12.45,56.94,10.1,19.06,27.79,28.85,23.45,14.47,60.67,39.95,19.06,45.05,109.6,64.05,18.05,22.45
2024-05-29,1277.5,24.57,60.97,40.17,44.56,31.65,116.38,74.8,34.58,18.77,28.6,19.39,75.0,60.02,41.5,12.55,56.48,9.97,19.01,27.48,28.25,23.25,14.35,60.07,39.45,18.72,44.4,107.9,63.57,18.05,22.15
2024-05-30,1270.0,24.7,60.09,39.42,43.97,31.8,115.78,73.8,35.67,18.49,28.25,19.0,77.2,62.3,41.35,12.8,55.36,9.84,18.93,27.21,27.85,23.4,14.35,59.26,39.0,18.8,43.15,107.0,63.0,17.95,21.6
2024-05-31,1270.0,24.65,59.89,38.93,43.82,31.9,115.44,72.89,34.83,18.61,28.6,18.91,76.6,63.1,41.0,12.6,54.42,9.84,18.93,27.09,27.85,23.5,14.31,58.33,38.85,18.59,43.55,107.1,62.71,18.0,21.75
2024-06-03,1291.5,24.8,62.06,39.09,44.31,32.6,117.41,73.17,34.68,19.21,29.0,19.65,77.7,63.5,41.5,13.45,55.45,10.05,19.01,27.64,29.75,23.57,14.64,59.0,39.3,19.06,43.95,108.7,63.38,18.3,22.3
2024-06-04,1295.0,24.5,61.37,39.34,44.8,32.8,119.3,73.53,34.78,19.17,29.3,19.57,77.5,63.3,41.7,14.0,57.32,9.97,19.01,27.64,29.95,23.8,14.64,59.33,39.4,19.15,44.1,108.4,63.29,18.2,22.1
2024-06-05,1295.0,24.35,62.65,39.38,46.17,32.4,120.16,73.35,34.83,18.97,29.25,19.3,78.1,61.51,41.85,13.75,61.24,9.97,19.1,27.64,29.6,23.75,14.6,59.4,39.3,19.15,44.2,108.0,65.68,18.1,22.5
2024-06-06,1298.7,24.35,63.63,39.59,45.43,32.6,119.73,73.08,34.48,18.97,29.3,19.43,78.1,61.41,41.9,13.55,61.15,10.23,19.1,27.64,30.7,24.0,14.8,59.53,39.05,19.15,43.7,108.6,64.44,18.1,22.5
2024-06-07,1308.0,24.6,63.63,39.46,45.34,32.8,121.79,73.08,34.68,18.97,29.3,19.52,77.6,61.61,41.5,13.95,63.39,10.18,19.06,27.68,30.75,24.55,14.68,59.2,39.0,19.15,43.5,109.0,65.01,18.0,22.2
2024-06-10,1310.9,24.4,62.35,39.38,45.24,33.5,123.5,73.08,35.87,19.13,29.3,19.7,77.1,62.5,41.95,13.65,63.2,10.14,19.06,27.6,31.1,24.45,14.88,58.86,38.9,19.27,43.45,109.0,64.44,18.05,22.1
2024-06-11,1305.0,24.15,61.96,39.13,44.6,33.2,125.64,73.08,35.27,18.85,29.1,19.61,75.8,61.81,43.2,14.15,63.11,10.05,18.97,27.95,31.2,24.68,14.76,58.33,38.15,19.57,43.2,105.8,63.77,18.3,21.7
2024-06-12,1330.7,24.55,63.24,39.59,45.14,33.5,131.09,73.17,35.42,19.21,29.6,20.09,77.8,62.9,43.1,14.0,62.55,10.18,19.01,28.57,31.35,24.7,14.96,59.33,38.5,19.62,43.3,106.3,64.25,19.4,21.85
2024-06-13,1335.0,24.8,63.43,39.96,44.7,33.9,129.1,72.98,35.02,19.29,29.5,20.48,78.6,63.5,42.2,14.15,61.24,10.35,19.1,28.49,31.65,24.7,15.41,59.13,38.25,19.57,43.2,106.0,64.15,19.45,21.7
2024-06-14,1317.0,24.6,61.86,39.26,43.48,32.8,130.09,71.89,32.7,19.17,29.1,20.09,78.0,62.5,40.5,13.75,59.18,10.1,19.37,28.18,30.55,24.55,15.12,58.53,38.2,19.23,42.0,104.8,63.48,18.7,21.45
2024-06-17,1308.0,24.55,60.97,38.43,43.28,32.75,127.91,70.62,33.04,18.85,29.45,20.22,76.2,61.51,39.9,13.95,59.37,10.05,19.72,28.03,30.5,24.3,15.04,58.26,38.3,18.85,42.0,104.8,63.29,18.75,21.15
2024-06-18,1308.5,24.55,61.66,38.43,44.36,32.35,127.11,70.98,33.64,18.97,29.4,20.22,76.2,61.71,41.0,14.9,59.37,10.01,19.98,28.18,30.55,24.4,15.08,58.26,38.3,18.85,42.1,104.6,63.19,18.6,21.1
2024-06-19,1317.0,24.65,61.76,38.1,44.75,32.5,130.59,71.16,33.29,18.97,29.35,20.26,75.6,62.8,41.5,14.95,57.88,10.01,20.16,28.26,30.9,24.15,15.04,57.93,38.0,18.8,41.5,103.3,62.62,19.0,20.65
2024-06-20,1323.7,24.8,63.04,37.6,44.21,32.2,132.38,70.98,33.69,18.89,29.35,20.22,75.8,63.0,41.3,15.1,57.97,10.01,20.47,28.03,30.75,24.8,15.21,57.53,38.0,18.8,41.45,103.8,63.29,19.7,20.25
2024-06-21,1320.9,24.55,63.04,37.69,44.12,32.2,135.16,70.89,34.23,18.53,29.05,20.17,76.2,63.0,42.3,14.7,57.41,9.97,20.91,27.71,30.65,24.5,15.08,57.53,37.75,18.63,41.65,102.5,63.29,19.6,20.0
2024-06-24,1290.7,24.1,60.97,37.19,43.48,31.65,131.18,69.62,32.7,17.89,28.7,19.7,73.7,61.51,40.75,15.0,57.41,9.75,19.9,27.01,29.5,23.95,14.5,57.19,37.45,18.21,41.1,101.6,62.81,18.85,19.95
2024-06-25,1287.7,24.05,62.06,36.53,43.77,31.6,129.1,69.44,33.29,18.09,28.7,19.65,73.9,61.51,41.0,15.0,56.57,9.84,18.62,26.97,29.6,24.0,14.63,57.19,37.8,18.21,41.2,101.6,62.81,19.0,21.3
2024-06-26,1290.0,24.1,65.01,36.78,43.72,31.3,130.89,69.62,35.62,18.17,28.9,19.57,74.0,62.11,42.4,15.3,56.01,9.79,18.62,26.86,29.5,24.0,14.63,56.99,37.5,18.16,41.2,101.6,62.52,19.0,20.8
2024-06-27,1289.0,23.95,64.22,36.45,44.95,31.3,131.88,69.62,35.67,18.37,28.85,19.57,74.5,62.9,41.3,14.75,56.57,9.75,18.31,26.78,29.2,23.45,14.54,56.99,37.6,18.08,41.0,102.0,62.62,19.0,20.4
2024-06-28,1274.3,23.8,62.84,35.74,44.95,31.0,129.6,69.71,33.88,18.41,28.3,19.3,74.7,62.4,40.9,14.9,56.01,9.84,18.31,26.5,28.8,23.35,14.33,56.99,37.65,17.95,41.2,101.5,62.81,18.65,20.45
2024-07-01,1285.0,23.8,62.15,36.28,45.34,32.0,127.71,70.71,33.98,18.49,28.35,19.52,76.0,65.8,40.8,14.55,56.85,10.01,18.35,26.46,29.3,22.65,14.46,57.59,37.7,18.12,41.35,100.7,63.29,19.0,21.85
2024-07-02,1295.2,24.05,62.84,37.81,46.51,32.3,127.11,71.16,34.28,19.29,28.7,19.74,76.3,66.0,41.35,14.5,57.13,10.14,18.4,26.82,29.6,22.9,14.54,59.0,38.15,18.29,41.6,101.0,63.48,18.95,21.7
2024-07-03,1307.0,24.25,62.94,39.01,45.92,32.35,130.09,71.16,34.28,19.61,28.75,19.91,76.5,65.5,41.85,15.1,57.41,10.14,18.44,26.89,29.9,23.5,14.63,59.2,38.1,18.25,41.35,101.2,63.48,19.0,21.3
2024-07-04,1308.6,24.15,62.84,39.09,45.78,32.3,134.86,71.16,34.68,19.65,28.7,19.83,76.8,65.1,43.9,14.75,56.94,10.1,18.4,26.86,29.9,23.5,14.71,58.86,38.45,18.16,41.4,101.2,63.67,19.05,21.25
2024-07-05,1316.3,24.3,63.04,39.09,45.34,32.7,137.74,71.53,34.78,19.53,28.65,19.83,76.7,65.6,43.95,14.6,55.98,10.14,18.4,27.05,30.1,23.5,14.75,58.86,38.45,18.12,41.4,101.6,64.44,19.15,20.8
2024-07-08,1314.0,24.25,63.63,38.84,45.24,32.6,138.63,71.62,36.16,19.53,28.8,19.74,76.2,67.0,46.5,15.05,54.43,10.1,18.35,26.97,30.15,23.45,14.79,58.33,38.0,18.21,40.4,101.3,64.82,19.05,20.3
2024-07-09,1320.5,24.3,65.7,39.26,46.41,32.7,136.55,71.89,37.65,20.21,29.0,20.13,76.5,66.8,46.0,15.3,55.3,10.18,18.4,27.05,30.35,23.35,14.92,58.93,38.3,18.29,40.8,101.4,64.73,19.4,20.5
2024-07-10,1310.0,24.25,64.32,38.76,45.53,32.4,133.07,71.44,36.66,19.97,28.95,20.26,76.8,65.2,46.55,15.05,54.43,10.23,18.4,26.82,29.85,23.15,14.88,59.26,38.25,18.25,40.6,101.0,64.05,19.2,20.55
2024-07-11,1305.7,24.15,63.73,38.68,45.04,32.2,132.08,71.16,36.61,20.25,28.85,20.09,75.8,64.8,46.8,15.1,54.34,10.23,18.4,27.17,29.85,22.8,14.92,58.93,38.45,18.21,41.1,101.0,63.57,19.05,20.7
2024-07-12,1300.0,24.0,64.03,38.51,44.46,32.0,132.87,70.98,37.55,20.13,28.5,20.0,74.8,64.8,46.3,15.2,54.05,10.23,18.31,26.89,29.75,22.8,14.96,58.6,38.5,18.21,41.75,102.0,63.57,19.0,20.75
2024-07-15,1299.0,23.95,66.19,38.47,44.99,32.1,131.78,71.26,38.15,20.33,28.45,20.04,74.5,64.3,48.0,15.2,53.86,10.31,18.31,26.78,29.75,22.65,14.71,58.53,38.0,18.21,41.35,104.2,63.48,18.8,20.35
2024-07-16,1302.7,24.1,67.47,38.97,45.43,32.5,133.07,71.26,37.85,20.63,28.45,20.48,74.0,64.1,47.1,14.9,53.86,10.27,18.31,26.86,29.9,22.7,14.88,58.8,37.9,18.21,41.05,105.5,63.38,19.0,20.2
2024-07-17,1303.2,24.5,66.39,39.67,45.34,33.0,130.99,70.98,35.22,21.0,28.2,21.3,71.8,63.5,45.0,13.9,52.12,10.23,18.31,26.66,30.4,23.7,14.88,58.86,37.3,18.46,40.6,105.5,63.0,19.0,19.75
2024-07-18,1297.5,24.8,66.98,40.08,45.92,33.45,127.01,71.07,35.72,20.92,28.4,21.65,71.2,65.0,47.5,14.2,52.41,10.32,18.49,26.82,30.6,23.7,15.0,58.86,37.45,18.42,40.55,105.7,63.19,19.05,20.15
2024-07-19,1297.1,25.1,66.78,39.42,44.7,33.4,125.13,70.8,34.18,20.79,28.2,22.09,71.0,65.6,46.9,13.3,53.28,10.18,18.53,27.17,30.3,23.4,15.33,58.53,37.85,18.33,40.75,105.6,62.62,18.8,19.9
2024-07-22,1300.0,24.75,66.69,39.42,43.72,33.65,123.24,70.07,32.45,21.08,28.05,21.91,72.2,65.3,46.35,13.45,53.76,10.09,18.62,27.05,30.0,23.65,15.5,58.66,37.9,18.25,40.75,105.3,62.71,18.8,20.05
2024-07-23,1284.2,24.0,65.7,38.02,42.5,32.4,124.63,69.89,30.32,20.88,27.8,20.78,71.0,62.5,45.5,12.85,52.79,9.91,18.88,26.43,29.0,23.05,14.79,58.53,37.85,18.03,40.85,106.0,63.19,18.4,20.05
2024-07-24,1283.5,24.2,65.9,38.1,41.48,32.2,125.13,70.07,32.4,20.88,27.7,20.83,71.5,61.4,46.5,13.2,52.7,10.0,19.32,25.68,29.2,23.0,14.96,58.53,37.85,17.95,40.9,107.9,62.9,18.5,20.15
2024-07-25,1276.6,24.05,68.06,38.02,42.21,31.55,124.13,69.89,32.7,20.88,27.35,20.83,71.0,61.0,46.35,12.9,52.12,9.95,19.28,24.9,28.8,22.75,14.83,58.39,37.8,17.78,41.6,107.9,62.9,18.35,19.7
2024-07-26,1285.0,24.1,71.41,38.22,42.21,32.05,127.11,70.25,32.79,20.92,27.45,21.13,74.0,61.0,47.8,13.55,53.08,10.0,19.32,25.06,29.1,22.75,14.88,58.39,37.75,17.86,41.6,107.8,63.09,18.4,19.3
2024-07-29,1287.8,24.15,72.2,38.93,42.36,32.1,128.11,70.07,33.19,21.04,27.9,20.96,74.0,62.0,47.8,13.6,52.99,9.95,19.32,25.14,29.1,22.75,15.08,58.39,37.1,17.86,41.6,106.2,64.44,18.4,18.95
2024-07-30,1292.4,24.15,72.2,38.68,42.01,32.0,127.11,70.25,32.94,21.08,27.9,21.3,74.6,63.0,47.1,13.4,52.89,10.0,19.28,24.94,28.9,22.95,15.0,58.53,36.7,17.61,42.2,105.4,64.92,18.55,18.75
2024-07-31,1304.3,24.55,71.91,39.34,42.6,32.0,127.71,72.71,32.7,21.92,27.2,21.22,74.1,63.8,45.9,13.45,53.47,10.05,19.19,24.83,29.0,23.25,15.13,59.67,36.7,18.12,42.3,105.9,68.66,19.0,18.6
2024-08-01,1275.0,23.95,66.88,38.68,41.82,31.45,123.94,71.8,31.11,21.5,26.7,20.35,71.8,62.1,45.3,13.15,53.08,9.82,19.32,23.65,28.05,23.0,14.75,60.67,36.45,17.69,42.1,104.2,67.41,18.55,18.2
2024-08-02,1275.9,23.95,67.77,39.46,42.5,31.55,122.35,71.8,32.05,21.75,27.25,20.7,72.2,62.9,47.5,13.8,53.18,9.77,19.9,24.4,28.4,23.5,14.79,59.33,36.0,18.03,42.0,104.8,68.56,18.75,17.95
2024-08-05,1233.0,23.2,66.49,38.1,40.94,30.15,117.78,69.62,29.82,20.42,25.95,19.96,70.5,61.6,45.5,13.3,50.19,9.28,19.28,23.11,27.2,22.3,14.0,58.13,34.5,17.31,41.3,99.9,66.55,18.15,16.8
2024-08-06,1249.6,23.5,69.94,38.64,41.38,30.55,119.96,70.35,31.06,20.71,26.3,20.35,73.2,62.3,47.0,13.75,51.44,9.46,19.37,23.89,28.4,22.3,14.46,58.39,34.8,17.78,41.3,100.5,69.71,18.35,17.0
2024-08-07,1250.0,23.4,70.92,38.35,41.33,30.2,121.15,72.26,32.25,20.71,26.05,20.3,73.0,62.3,47.8,13.75,51.06,9.46,19.01,23.89,28.4,21.8,14.21,58.66,37.2,17.65,42.35,99.3,70.77,18.0,18.0
2024-08-08,1240.1,23.25,70.43,38.02,41.62,30.2,120.56,74.35,31.61,20.79,25.6,20.04,74.5,62.4,47.55,13.8,50.96,9.37,19.01,23.42,28.25,20.85,14.08,58.39,37.6,17.65,41.8,99.3,69.71,17.85,17.65
2024-08-09,1264.9,23.6,70.43,38.6,42.31,31.5,126.02,74.26,32.2,21.25,26.05,20.39,75.2,65.6,48.0,13.85,51.73,9.46,19.1,24.44,28.85,21.1,14.25,58.66,37.2,17.86,41.2,100.9,70.29,18.0,17.5
2024-08-12,1270.0,23.8,70.13,38.68,42.31,31.7,129.1,75.08,32.89,21.29,25.85,20.61,75.2,66.6,48.85,13.6,52.12,9.46,19.15,24.98,29.2,21.25,14.38,58.73,36.5,17.78,40.6,101.1,70.0,18.15,17.4
2024-08-13,1267.0,23.6,70.13,38.55,41.82,31.85,128.8,74.17,32.79,21.63,25.4,20.52,74.8,66.7,48.85,13.4,52.41,9.46,18.75,24.75,29.15,21.0,14.38,59.87,36.35,17.56,40.7,102.8,70.77,18.15,17.45
2024-08-14,1268.0,23.55,70.92,38.88,42.31,31.8,128.6,74.62,33.09,21.58,25.45,20.35,76.5,66.6,49.2,13.35,53.76,9.41,19.01,24.51,29.2,21.2,14.33,58.86,37.2,17.61,40.8,102.5,70.96,18.0,18.0
2024-08-15,1267.7,23.5,69.74,38.55,41.77,31.85,127.81,73.89,32.35,21.79,25.2,20.22,75.0,65.9,49.0,13.05,53.76,9.37,18.97,24.12,28.95,21.15,14.25,58.6,37.85,17.78,40.8,102.8,70.77,18.0,17.8
2024-08-16,1288.0,24.0,71.22,39.26,42.94,32.5,129.69,75.17,34.23,22.54,25.6,20.91,77.3,69.0,50.6,13.45,54.34,9.55,19.01,25.53,29.35,21.45,14.58,58.93,38.4,18.08,41.15,105.0,70.77,18.4,18.3
